n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
577,1552,0.004669747737338725,5.379549393414211,2.034315099782543,0.056500607533414335,0.05780780780780779,0.030394996203716523,270298.74904861953,174.1615651086466,32435.849885834323,20.899387813037578,EPSG:32752,462041.3573779454,9606017.505810447,Saparua
