damage_pct,strategy,disruption_iter,restore_iter,edges_restored,edges_remaining,restore_pct,disruption_pct,efficiency,accessibility,morans_i,clustering
10,betweenness,0,0,0,155,5,10,0.43727327428143364,0.8393199057278723,0.9462952979375485,0.9805194805194803
10,betweenness,0,1,7,148,5,10,0.5956626982067306,0.8667797905986161,0.9417705335505008,0.9805194805194803
10,betweenness,0,2,14,141,5,10,0.8152800563448762,0.8873753115315439,0.9379039053814947,1.0
10,betweenness,0,3,21,134,5,10,0.8253425398669948,0.897819284057195,0.939499115936068,1.0
10,betweenness,0,4,28,127,5,10,0.9118908136756173,0.921100866952521,0.9520206076050499,1.0
10,betweenness,0,5,35,120,5,10,0.9239700400978801,0.9302988356227487,0.9536584330741353,1.0
10,betweenness,0,6,42,113,5,10,0.9248444083604229,0.9408011985534602,0.9574211172662613,1.0
10,betweenness,0,7,49,106,5,10,0.9432050909237563,0.947450280236478,0.957769015506856,1.0
10,betweenness,0,8,56,99,5,10,0.9434870388399653,0.9551226606949701,0.9698486225953092,1.0
10,betweenness,0,9,63,92,5,10,0.9431400498733264,0.9605905410077271,0.9697059617454498,1.0
10,betweenness,0,10,70,85,5,10,0.944701545102924,0.963504077733313,0.9700107172966728,1.0
10,betweenness,0,11,77,78,5,10,0.950565778924533,0.9660754220537843,0.970406025303374,1.0
10,betweenness,0,12,84,71,5,10,0.9619868258822278,0.9693081680005414,0.9709673098626962,1.0
10,betweenness,0,13,91,64,5,10,0.9851508380790327,0.9767338624799826,0.9723338962267974,1.0
10,betweenness,0,14,98,57,5,10,0.9851062944555548,0.9771005067479117,0.9723469211834624,1.0
10,betweenness,0,15,105,50,5,10,0.9850156453199967,0.9807996034680269,0.9727433515261824,1.0
10,betweenness,0,16,112,43,5,10,0.9921660403450437,0.981908672812665,0.9724116594936038,1.0
10,betweenness,0,17,119,36,5,10,0.9966557804684999,0.9871148126586049,0.9819233480327378,1.0
10,betweenness,0,18,126,29,5,10,1.0,0.995401315861767,0.9994938739440843,1.0
10,betweenness,0,19,133,22,5,10,1.0,0.9978725892957659,0.9996063883704711,1.0
10,betweenness,0,20,140,15,5,10,1.0,0.9990428554103901,0.9998775019290336,1.0
10,betweenness,0,21,147,8,5,10,1.0,0.9999555284849627,0.9999996024599146,1.0
10,betweenness,0,22,154,1,5,10,1.0,1.0,1.0,1.0
10,betweenness,0,23,155,0,5,10,1.0,1.0,1.0,1.0
10,betweenness,1,0,0,155,5,10,0.2450325732067396,0.8412140762552397,0.9900777764597377,1.0324675324675325
10,betweenness,1,1,7,148,5,10,0.749465575495538,0.8891640929185937,0.9745802517082156,1.0
10,betweenness,1,2,14,141,5,10,0.8641350847550509,0.9083686023092806,0.9785018901360856,1.0
10,betweenness,1,3,21,134,5,10,0.9041625640140294,0.9146878652965159,0.9775077954308037,1.0
10,betweenness,1,4,28,127,5,10,0.9322681141350748,0.9255724073179199,0.9785756858841023,1.0
10,betweenness,1,5,35,120,5,10,0.9305072369197118,0.9355775968271007,0.9803587954146907,1.0
10,betweenness,1,6,42,113,5,10,0.9297399370192254,0.9443922054110409,0.9824394657696498,1.0
10,betweenness,1,7,49,106,5,10,0.9292383705586559,0.9504589326804315,0.9833102223388618,1.0
10,betweenness,1,8,56,99,5,10,0.9462495944349716,0.9603774847060433,0.9847958454113748,1.0
10,betweenness,1,9,63,92,5,10,0.9477377151204562,0.9630260558060278,0.9844453075111754,1.0
10,betweenness,1,10,70,85,5,10,0.9475051969370983,0.9656435975874907,0.9849808413438006,1.0
10,betweenness,1,11,77,78,5,10,0.9472023937568284,0.971840648191255,0.9868579407131116,1.0
10,betweenness,1,12,84,71,5,10,0.9470843767090178,0.9737927108292607,0.9872329043026691,1.0
10,betweenness,1,13,91,64,5,10,0.946816166514048,0.9766240922770397,0.988249055078328,1.0
10,betweenness,1,14,98,57,5,10,0.9688201138118259,0.9835149208358571,0.9885770175453206,1.0
10,betweenness,1,15,105,50,5,10,0.984466546588125,0.9888169764240605,0.988857103013428,1.0
10,betweenness,1,16,112,43,5,10,0.9843646174920129,0.9896167572174177,0.9889970474325378,1.0
10,betweenness,1,17,119,36,5,10,0.9929975796611247,0.9909252634227577,0.9889695621846258,1.0
10,betweenness,1,18,126,29,5,10,0.9991681964733184,0.9964030238786513,0.9993900157641408,1.0
10,betweenness,1,19,133,22,5,10,1.0,0.9974824561155621,0.9998772525963542,1.0
10,betweenness,1,20,140,15,5,10,1.0,0.9989941937425132,0.999959347221191,1.0
10,betweenness,1,21,147,8,5,10,1.0,0.9998546709538757,0.999967463574164,1.0
10,betweenness,1,22,154,1,5,10,1.0,1.0,1.0,1.0
10,betweenness,1,23,155,0,5,10,1.0,1.0,1.0,1.0
10,betweenness,2,0,0,155,5,10,0.5361823002201893,0.8482992247277189,0.9676522675828776,1.0324675324675325
10,betweenness,2,1,7,148,5,10,0.61367336080294,0.8620935549063086,0.9658731396523662,1.0
10,betweenness,2,2,14,141,5,10,0.7763352060789527,0.8786859142694589,0.9640077525502319,1.0
10,betweenness,2,3,21,134,5,10,0.9406972864103117,0.8953513003623678,0.9627564085321154,1.0
10,betweenness,2,4,28,127,5,10,0.9387203866816222,0.9053627250299886,0.9636216463691624,1.0
10,betweenness,2,5,35,120,5,10,0.9383849303498315,0.9107313584822689,0.9639929616594478,1.0
10,betweenness,2,6,42,113,5,10,0.9379430012826296,0.9154371931988878,0.965619220417095,1.0
10,betweenness,2,7,49,106,5,10,0.9376168099677704,0.9228605914103366,0.9659553894686792,1.0
10,betweenness,2,8,56,99,5,10,0.9370936750166535,0.9347953073620067,0.9715965410321237,1.0
10,betweenness,2,9,63,92,5,10,0.9430098618942497,0.9387094328203973,0.9719312624253342,1.0
10,betweenness,2,10,70,85,5,10,0.9426110418724882,0.9443645924360581,0.9766017054195393,1.0
10,betweenness,2,11,77,78,5,10,0.9424780221199874,0.945967394506592,0.9769769606940949,1.0
10,betweenness,2,12,84,71,5,10,0.9554809952064884,0.9564635765496516,0.9772718545820616,1.0
10,betweenness,2,13,91,64,5,10,0.9749715952825196,0.9679711317417102,0.9781080491501981,1.0
10,betweenness,2,14,98,57,5,10,0.9900182990192566,0.9811806157525785,0.9782102672307724,1.0
10,betweenness,2,15,105,50,5,10,0.9898620171859496,0.982662826226084,0.9783476050857726,1.0
10,betweenness,2,16,112,43,5,10,0.9923976916873761,0.9848838248235023,0.9778675462366613,1.0
10,betweenness,2,17,119,36,5,10,0.9969163608303884,0.9855724229418023,0.9775891646881811,1.0
10,betweenness,2,18,126,29,5,10,1.0,0.995748739778632,0.9999257068764154,1.0
10,betweenness,2,19,133,22,5,10,1.0,0.9975028732399582,1.0,1.0
10,betweenness,2,20,140,15,5,10,1.0,0.9992353787486854,1.0,1.0
10,betweenness,2,21,147,8,5,10,1.0,0.9997358012630756,1.0,1.0
10,betweenness,2,22,154,1,5,10,1.0,1.0,1.0,1.0
10,betweenness,2,23,155,0,5,10,1.0,1.0,1.0,1.0
10,betweenness,3,0,0,155,5,10,0.15782748298806717,0.8440642257172626,0.9718075551599775,0.9285714285714287
10,betweenness,3,1,7,148,5,10,0.5905810179431901,0.8989041855940072,0.9594272491984805,0.9675324675324677
10,betweenness,3,2,14,141,5,10,0.7987216545999817,0.9062894825052594,0.9569957731832585,0.9675324675324677
10,betweenness,3,3,21,134,5,10,0.8535366778232247,0.9130436487564519,0.9566323111549826,0.9675324675324677
10,betweenness,3,4,28,127,5,10,0.9375588141410663,0.9267109276558746,0.968657342058336,0.9675324675324677
10,betweenness,3,5,35,120,5,10,0.9313498807509257,0.9382215455318064,0.969827226828191,0.9675324675324677
10,betweenness,3,6,42,113,5,10,0.9478920087311559,0.9449328088384422,0.9710582363553372,0.9675324675324677
10,betweenness,3,7,49,106,5,10,0.9473164081710085,0.9490756954301952,0.9714169742934073,0.9675324675324677
10,betweenness,3,8,56,99,5,10,0.9466296282266708,0.956925171646003,0.9724875129964833,0.9675324675324677
10,betweenness,3,9,63,92,5,10,0.946035641131651,0.9613679472487768,0.9731921343250521,0.9675324675324677
10,betweenness,3,10,70,85,5,10,0.9458890258317433,0.9655088351924038,0.97332322418864,0.9675324675324677
10,betweenness,3,11,77,78,5,10,0.9457008271431241,0.9679244841744878,0.9735320832127562,0.9675324675324677
10,betweenness,3,12,84,71,5,10,0.9478392356379065,0.9714083195923428,0.9738122544564269,0.9675324675324677
10,betweenness,3,13,91,64,5,10,0.9690171331639363,0.9741728047840351,0.974082113532045,0.9675324675324677
10,betweenness,3,14,98,57,5,10,0.9884985011876508,0.9840823581156988,0.9740794165847118,0.9675324675324677
10,betweenness,3,15,105,50,5,10,0.9884241140064882,0.9849126376768079,0.9735975813393889,0.9675324675324677
10,betweenness,3,16,112,43,5,10,0.9963900793152544,0.9857942073583187,0.9733539467594193,0.9675324675324677
10,betweenness,3,17,119,36,5,10,1.0,0.9971658365675462,0.9995244005085387,0.9675324675324677
10,betweenness,3,18,126,29,5,10,1.0,0.997966808413836,0.9997220994008167,0.9675324675324677
10,betweenness,3,19,133,22,5,10,1.0,0.9989533142370983,0.9996833972570724,0.9675324675324677
10,betweenness,3,20,140,15,5,10,1.0,0.9995785244175304,0.999862436235404,0.9675324675324677
10,betweenness,3,21,147,8,5,10,1.0,1.0,1.0,0.9675324675324677
10,betweenness,3,22,154,1,5,10,1.0,1.0,1.0,1.0
10,betweenness,3,23,155,0,5,10,1.0,1.0,1.0,1.0
10,betweenness,4,0,0,155,5,10,0.5721032341339762,0.847241841792641,0.9628541271194616,1.0064935064935066
10,betweenness,4,1,7,148,5,10,0.8949578364420635,0.8858138213405267,0.9524554379498775,1.0
10,betweenness,4,2,14,141,5,10,0.8920310303938103,0.9041646596866448,0.953356186795667,1.0
10,betweenness,4,3,21,134,5,10,0.8868701361535886,0.9084933112654715,0.9545163365051295,1.0
10,betweenness,4,4,28,127,5,10,0.8853172812239806,0.9162639899431888,0.9553710618166162,1.0
10,betweenness,4,5,35,120,5,10,0.9056227418784359,0.9289793066529363,0.9581991339732029,1.0
10,betweenness,4,6,42,113,5,10,0.9230330543119905,0.9354591177837109,0.9597226445830774,1.0
10,betweenness,4,7,49,106,5,10,0.922628648688745,0.9399028825366414,0.9597575791279264,1.0
10,betweenness,4,8,56,99,5,10,0.9221587121134053,0.9482246055671826,0.9641728093507205,1.0
10,betweenness,4,9,63,92,5,10,0.9290723402432239,0.9497392644895806,0.9637568775468811,1.0
10,betweenness,4,10,70,85,5,10,0.9313737990420804,0.9544166468516506,0.9638134313411256,1.0
10,betweenness,4,11,77,78,5,10,0.9371546292326404,0.9579631884665593,0.963973670623017,1.0
10,betweenness,4,12,84,71,5,10,0.9600052538677041,0.9667524776200368,0.9642534932744463,1.0
10,betweenness,4,13,91,64,5,10,0.9790881390259283,0.9715863930280157,0.9645750578319026,1.0
10,betweenness,4,14,98,57,5,10,0.9885889499282987,0.9772887012944035,0.964629839759965,1.0
10,betweenness,4,15,105,50,5,10,0.9885107392662745,0.979493839493577,0.9655666001932478,1.0
10,betweenness,4,16,112,43,5,10,0.997187674882344,0.9811503617646494,0.9652607708063574,1.0
10,betweenness,4,17,119,36,5,10,1.0,0.9963399453867032,0.9990453217727252,1.0
10,betweenness,4,18,126,29,5,10,1.0,0.9978534519030106,0.9995326766708471,1.0
10,betweenness,4,19,133,22,5,10,1.0,0.9984855575845967,0.9998321288655179,1.0
10,betweenness,4,20,140,15,5,10,1.0,0.9995299729279539,1.0,1.0
10,betweenness,4,21,147,8,5,10,1.0,0.9999857788113997,0.9999990950535732,1.0
10,betweenness,4,22,154,1,5,10,1.0,1.0,1.0,1.0
