n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
404,896,0.005503279856521633,4.435643564356436,1.7906016555323563,0.07183580387685291,0.07092198581560281,-0.14941084972955837,162808.2386885146,181.7056235362886,14404.276894201765,16.076201890850182,EPSG:32632,474680.0295231216,4527998.9690149855,Castelsardo
