damage_pct,strategy,disruption_iter,restore_iter,edges_restored,edges_remaining,restore_pct,disruption_pct,efficiency,accessibility,morans_i,clustering
10,betweenness,0,0,0,7,5,10,1.0155187684140787,0.9538382028334276,0.9195287512831652,1.0
10,betweenness,0,1,1,6,5,10,1.0,0.9538382028334276,0.9195287512831652,1.0
10,betweenness,0,2,2,5,5,10,1.0,0.9538382028334276,0.9195287512831652,1.0
10,betweenness,0,3,3,4,5,10,1.0,0.9538382028334276,0.9195287512831652,1.0
10,betweenness,0,4,4,3,5,10,1.0,0.9538382028334276,0.9195287512831652,1.0
10,betweenness,0,5,5,2,5,10,1.0,0.9538382028334276,0.9195287512831652,1.0
10,betweenness,0,6,6,1,5,10,1.0,0.9538382028334276,0.9195287512831652,1.0
10,betweenness,0,7,7,0,5,10,1.0,0.963245903155223,0.9178019415266522,1.0
10,betweenness,1,0,0,7,5,10,0.8951977113464648,0.9604326988708919,0.94531248533249,0.8333333333333334
10,betweenness,1,1,1,6,5,10,0.8951977113464648,0.9604326988708919,0.94531248533249,0.8333333333333334
10,betweenness,1,2,2,5,5,10,0.8951977113464648,0.9604326988708919,0.94531248533249,0.8333333333333334
10,betweenness,1,3,3,4,5,10,0.8951977113464648,0.9604326988708919,0.94531248533249,0.8333333333333334
10,betweenness,1,4,4,3,5,10,0.8951977113464648,0.9604326988708919,0.94531248533249,0.8333333333333334
10,betweenness,1,5,5,2,5,10,0.8951977113464648,0.9604326988708919,0.94531248533249,0.8333333333333334
10,betweenness,1,6,6,1,5,10,0.8951977113464648,0.9604326988708919,0.94531248533249,0.8333333333333334
10,betweenness,1,7,7,0,5,10,0.8623478797242411,0.9657602731215059,0.9492303264884312,0.8333333333333334
10,betweenness,2,0,0,7,5,10,1.020561945661166,0.9690137175032104,0.9637645998714268,1.2222222222222225
10,betweenness,2,1,1,6,5,10,1.0,0.9690137175032104,0.9637645998714268,1.0
10,betweenness,2,2,2,5,5,10,1.0,0.9690137175032104,0.9637645998714268,1.0
10,betweenness,2,3,3,4,5,10,1.0,0.9690137175032104,0.9637645998714268,1.0
10,betweenness,2,4,4,3,5,10,1.0,0.9690137175032104,0.9637645998714268,1.0
10,betweenness,2,5,5,2,5,10,1.0,0.9690137175032104,0.9637645998714268,1.0
10,betweenness,2,6,6,1,5,10,1.0,0.9690137175032104,0.9637645998714268,1.0
10,betweenness,2,7,7,0,5,10,1.0,0.9808981546433827,0.9586938501835961,1.0
10,betweenness,3,0,0,7,5,10,0.9896420465615694,0.9372974882013029,0.8081104106181993,1.0
10,betweenness,3,1,1,6,5,10,0.9896420465615694,0.9372974882013029,0.8081104106181993,1.0
10,betweenness,3,2,2,5,5,10,0.9896420465615694,0.9372974882013029,0.8081104106181993,1.0
10,betweenness,3,3,3,4,5,10,0.9896420465615694,0.9372974882013029,0.8081104106181993,1.0
10,betweenness,3,4,4,3,5,10,0.9896420465615694,0.9372974882013029,0.8081104106181993,1.0
10,betweenness,3,5,5,2,5,10,0.9896420465615694,0.9372974882013029,0.8081104106181993,1.0
10,betweenness,3,6,6,1,5,10,0.9896420465615694,0.9372974882013029,0.8081104106181993,1.0
10,betweenness,3,7,7,0,5,10,0.9871830428979095,0.9419326871502135,0.8122588063872626,1.0
10,betweenness,4,0,0,7,5,10,0.8921276659864052,0.9184470289980672,0.9486311114538357,1.0555555555555556
10,betweenness,4,1,1,6,5,10,0.8921276659864052,0.9184470289980672,0.9486311114538357,1.0
10,betweenness,4,2,2,5,5,10,0.8921276659864052,0.9184470289980672,0.9486311114538357,1.0
10,betweenness,4,3,3,4,5,10,0.8921276659864052,0.9184470289980672,0.9486311114538357,1.0
10,betweenness,4,4,4,3,5,10,0.8921276659864052,0.9184470289980672,0.9486311114538357,1.0
10,betweenness,4,5,5,2,5,10,0.8921276659864052,0.9184470289980672,0.9486311114538357,1.0
10,betweenness,4,6,6,1,5,10,0.8921276659864052,0.9184470289980672,0.9486311114538357,1.0
10,betweenness,4,7,7,0,5,10,0.8857220559492889,0.9211562764834136,0.948786576913587,1.0
10,betweenness,5,0,0,7,5,10,0.676944916433894,0.9365718984097944,1.2256785634872536,1.0
10,betweenness,5,1,1,6,5,10,0.676944916433894,0.9365718984097944,1.0,1.0
10,betweenness,5,2,2,5,5,10,0.676944916433894,0.9365718984097944,1.0,1.0
10,betweenness,5,3,3,4,5,10,0.676944916433894,0.9365718984097944,1.0,1.0
10,betweenness,5,4,4,3,5,10,0.676944916433894,0.9365718984097944,1.0,1.0
10,betweenness,5,5,5,2,5,10,0.676944916433894,0.9365718984097944,1.0,1.0
10,betweenness,5,6,6,1,5,10,0.676944916433894,0.9365718984097944,1.0,1.0
10,betweenness,5,7,7,0,5,10,0.6616894433216026,0.9416937277622326,1.0,1.0
10,betweenness,6,0,0,7,5,10,1.0538889790914683,0.9540050819310899,1.0091101061591439,1.0
10,betweenness,6,1,1,6,5,10,1.0,0.9540050819310899,1.0,1.0
10,betweenness,6,2,2,5,5,10,1.0,0.9540050819310899,1.0,1.0
10,betweenness,6,3,3,4,5,10,1.0,0.9540050819310899,1.0,1.0
10,betweenness,6,4,4,3,5,10,1.0,0.9540050819310899,1.0,1.0
10,betweenness,6,5,5,2,5,10,1.0,0.9540050819310899,1.0,1.0
10,betweenness,6,6,6,1,5,10,1.0,0.9540050819310899,1.0,1.0
10,betweenness,6,7,7,0,5,10,1.0,0.9782249447181833,1.0,1.0
10,betweenness,7,0,0,7,5,10,0.6320129619550652,0.9004250891852363,1.2206439739037012,1.0
