n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
163,459,0.017382413087934562,5.631901840490798,1.4693475669743024,0.10044642857142858,0.0920745920745921,0.03598837760161796,81944.35751540231,178.52801201612704,6212.869458867704,13.535663309079967,EPSG:32734,588634.4448207667,7969378.7282855185,Shakawe
