n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
117,242,0.017830828175655764,4.136752136752137,1.6061100371345418,0.16182572614107885,0.17054263565891484,-0.0711350849906587,21467.35787416623,88.70809038911666,2576.082944899948,10.644970846694,EPSG:32632,619801.6447825793,4081359.082628762,Sidi_Bou_Said
