n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
676,1601,0.0035086565855796626,4.736686390532545,1.7537492287298084,0.06585365853658537,0.06818181818181816,0.06603078263568084,309250.48347549763,193.1608266555263,18335.476443446627,11.452514955307075,EPSG:32750,321677.3046256472,6240381.34173064,Margaret_River
