n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
32,104,0.10483870967741936,6.5,1.6583123951777,0.1935483870967742,0.18750000000000003,0.3020134228187914,8809.858032304719,84.71017338754538,1057.1829638765666,10.165220806505449,EPSG:32748,653835.3454439889,9298205.70233352,Ubud
