n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
408,1019,0.006136484077660548,4.995098039215686,1.8523899480941006,0.05454545454545454,0.05913978494623654,-0.06185553094515924,93302.3102303217,91.56262044192512,11196.277227638615,10.987514453031025,EPSG:32643,455790.76750616677,2929900.0588912177,Pushkar
