n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
692,1707,0.003569845160318881,4.933526011560693,2.055214078455804,0.07125000000000001,0.07322175732217572,-0.030984415357968243,698382.2916256802,409.12846609588763,83805.87499508198,49.09541593150672,EPSG:32651,192209.6705618712,1334595.7928772592,Coron
