n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
321,923,0.008985591900311526,5.750778816199377,1.982840959822546,0.04028648164726947,0.0385377942998761,0.1826271029765195,71297.35574478054,77.24523916010892,4301.851032167797,4.660727012099454,EPSG:32740,573465.6293846709,7743089.585004695,Mahébourg
