n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
662,1429,0.00326567363374179,4.317220543806647,1.6200143997162282,0.11538461538461539,0.10885608856088579,0.14492419505304682,130341.36850769885,91.21159447704608,12553.732489620374,8.784977249559393,EPSG:32630,666737.6529828821,5461117.787337073,Bayeux
