n_nodes,n_edges,density,avg_degree,degree_stddev,global_clustering,avg_clustering,assortativity_degree,total_length,avg_length,total_travel_time,avg_travel_time,crs,longitude,latitude,place_name
86,220,0.030095759233926128,5.116279069767442,1.9434960386768547,0.07211538461538462,0.07435897435897436,-0.024555461473328315,39168.743585821176,178.03974357191444,3306.308429531562,15.028674679688919,EPSG:32654,607081.6369828667,7162243.329504385,UstNera
